Core,Depth,Density
1,13.4,0.577107075
1,13.42,0.573483868
1,13.44,0.581891899
1,13.46,0.569639453
1,13.48,0.570883088
1,13.5,0.553586975
1,13.52,0.518442387
1,13.54,0.549897476
1,13.56,0.565248954
1,13.58,0.559994866
1,13.6,0.567550078
1,13.62,0.533802577
1,13.64,0.541951536
1,13.66,0.550848931
1,13.68,0.55839012
1,13.7,0.587223426
1,13.72,0.566133715
1,13.74,0.549102382
1,13.76,0.558691459
1,13.78,0.573618604
1,13.8,0.578558629
1,13.82,0.575330236
1,13.84,0.56939734
1,13.86,0.576853353
1,13.88,0.585422365
1,13.9,0.588471388
1,13.92,0.589585815
1,13.94,0.589375601
1,13.96,0.564083514
1,13.98,0.552981958
1,14,0.555477167
1,14.02,0.561811115
1,14.04,0.572024143
1,14.06,0.584346846
1,14.08,0.579713712
1,14.1,0.564911876
1,14.12,0.563189942
1,14.14,0.567714447
1,14.16,0.564876898
1,14.18,0.565968759
1,14.2,0.579188766
1,14.22,0.592907426
1,14.24,0.594942362
1,14.26,0.574600116
1,14.28,0.581579993
1,14.3,0.583133719
1,14.32,0.576480328
1,14.34,0.574424523
1,14.36,0.586832598
1,14.38,0.596019841
1,14.4,0.596972973
1,14.42,0.596384748
1,14.44,0.591582889
1,14.46,0.583698718
1,14.48,0.575788336
1,14.5,0.575964425
1,14.52,0.583887328
1,14.54,0.589672733
1,14.56,0.596985848
1,14.58,0.601303779
1,14.6,0.581691469
1,14.62,0.589225271
1,14.64,0.591260791
1,14.66,0.588532068
1,14.68,0.591241763
1,14.7,0.598602715
1,14.72,0.600112846
1,14.74,0.593017863
1,14.76,0.588267873
1,14.78,0.588572391
1,14.8,0.585797525
1,14.82,0.583048437
1,14.84,0.591083392
1,14.86,0.582044008
1,14.88,0.581628816
1,14.9,0.58589985
1,14.92,0.585696305
1,14.94,0.571179454
1,14.96,0.582966095
1,14.98,0.578924889
1,15,0.585084341
1,15.02,0.567420025
1,15.04,0.508904604
1,15.06,0.517009183
1,15.08,0.603219299
1,15.1,0.586951029
1,15.12,0.585497394
1,15.14,0.586917594
1,15.16,0.583329071
1,15.18,0.583203001
1,15.2,0.545406372
1,15.22,0.543630836
1,15.24,0.582300025
1,15.26,0.589330382
1,15.28,0.588737347
1,15.3,0.596380671
1,15.32,0.594227702
1,15.34,0.548695181
1,15.36,0.54666479
1,15.38,0.555416124
1,15.4,0.565498457
1,15.42,0.576279151
1,15.44,0.582331442
1,15.46,0.576037065
1,15.48,0.560933238
1,15.5,0.563358736
1,15.52,0.5725731
1,15.54,0.585757816
1,15.56,0.593694202
1,15.58,0.581732007
1,15.6,0.546404835
2,0,0.3391475
2,0.02,0.33207
2,0.04,0.341985
2,0.06,0.3409175
2,0.08,0.34834
2,0.1,0.37279
2,0.12,0.3758075
2,0.14,0.409495
2,0.16,0.3954825
2,0.18,0.41823
2,0.2,0.401675
2,0.22,0.3836125
2,0.24,0.39851
2,0.26,0.42455
2,0.28,0.3924325
2,0.3,0.3871
2,0.32,0.39811
2,0.34,0.3917025
2,0.36,0.41039
2,0.38,0.4084425
2,0.4,0.416215
2,0.42,0.4103425
2,0.44,0.427835
2,0.46,0.417665
2,0.48,0.4399625
2,0.5,0.4169575
2,0.52,0.4228
2,0.54,0.4443
2,0.56,0.419615
2,0.58,0.44454
2,0.6,0.41895
2,0.62,0.4305825
2,0.64,0.3984825
2,0.66,0.365705
2,0.68,0.3558125
2,0.7,0.39797
2,0.72,0.411455
2,0.74,0.3938575
2,0.76,0.34449
2,0.78,0.35556
2,0.8,0.3523575
2,0.82,0.3694875
2,0.84,0.3427325
2,0.86,0.375055
2,0.88,0.38982
2,0.9,0.441395
2,0.92,0.427115
2,0.94,0.350525
2,0.96,0.36841
2,0.98,0.43403
2,1,0.42195
2,1.02,0.418275
2,1.04,0.380095
2,1.06,0.4412875
2,1.08,0.414153333
2,1.1,0.443835
2,1.12,0.414435
2,1.14,0.440255
2,1.16,0.414515
2,1.18,0.4342525
2,1.2,0.39531
2,1.22,0.45698
2,1.24,0.42466
2,1.26,0.45922
2,1.28,0.432795
2,1.3,0.41549767
2,1.32,0.409457296
2,1.34,0.429366276
2,1.36,0.442261914
2,1.38,0.440269698
2,1.4,0.438123201
2,1.42,0.41629353
2,1.44,0.407771129
2,1.46,0.408596625
2,1.48,0.413890748
2,1.5,0.417136359
2,1.52,0.411469021
2,1.54,0.412728382
2,1.56,0.41888065
2,1.58,0.417014715
2,1.6,0.395194063
2,1.62,0.36651489
2,1.64,0.3772326
2,1.66,0.389005722
2,1.68,0.354409177
2,1.7,0.364012815
2,1.72,0.366731868
2,1.74,0.371141649
2,1.76,0.379042346
2,1.78,0.387161284
2,1.8,0.412865522
2,1.82,0.448322503
2,1.84,0.453688717
2,1.86,0.440689423
2,1.88,0.441251604
2,1.9,0.460963488
2,1.92,0.456720268
2,1.94,0.449270266
2,1.96,0.445495777
2,1.98,0.444923109
2,2,0.444057968
2,2.02,0.447259761
2,2.04,0.45149223
2,2.06,0.454625299
2,2.08,0.457001557
2,2.1,0.432860535
2,2.12,0.417534158
2,2.14,0.413185047
2,2.16,0.439190012
2,2.18,0.458655023
2,2.2,0.46318995
2,2.22,0.45138174
2,2.24,0.426800441
2,2.26,0.41925572
2,2.28,0.428390324
2,2.3,0.431231329
2,2.32,0.427278688
2,2.34,0.441391926
2,2.36,0.457478498
2,2.38,0.463099453
2,2.4,0.448369689
2,2.42,0.416904571
2,2.44,0.439587209
2,2.46,0.434720372
2,2.48,0.404677575
2,2.5,0.354167055
2,2.52,0.369245764
2,2.54,0.409172149
2,2.56,0.44090308
2,2.58,0.436330936
2,2.6,0.442416002
2,2.62,0.445774694
2,2.64,0.454429799
2,2.66,0.470712083
2,2.68,0.476795898
2,2.7,0.4520122
2,2.72,0.436951909
2,2.74,0.439514179
2,2.76,0.458292117
2,2.78,0.453239861
2,2.8,0.43622836
2,2.82,0.435869891
2,2.84,0.461498536
2,2.86,0.4904678
2,2.88,0.520550604
2,2.9,0.517935265
2,2.92,0.508644919
2,2.94,0.523968714
2,2.96,0.52584268
2,2.98,0.463421805
2,3,0.500190149
2,3.02,0.481918976
2,3.04,0.457748978
2,3.06,0.463589486
2,3.08,0.476656907
2,3.1,0.497783343
2,3.12,0.495927302
2,3.14,0.488884115
2,3.16,0.488637425
2,3.18,0.497031211
2,3.2,0.496449577
2,3.22,0.498602761
2,3.24,0.477106473
2,3.26,0.453663834
2,3.28,0.495634745
2,3.3,0.503990216
2,3.32,0.493281366
2,3.34,0.481509064
2,3.36,0.495942657
2,3.38,0.495951273
2,3.4,0.476627186
2,3.42,0.459409402
2,3.44,0.457832579
2,3.46,0.450025882
2,3.48,0.437995531
2,3.5,0.448036109
2,3.52,0.459805521
2,3.54,0.442654562
2,3.56,0.437492888
2,3.58,0.441732266
2,3.6,0.43856463
2,3.62,0.417552249
2,3.64,0.395701729
2,3.66,0.406141683
2,3.68,0.427352138
2,3.7,0.443346745
2,3.72,0.420055523
2,3.74,0.435351552
2,3.76,0.467895871
2,3.78,0.47789669
2,3.8,0.473613785
2,3.82,0.466948379
2,3.84,0.466751158
2,3.86,0.474102251
2,3.88,0.486277196
2,3.9,0.493550736
2,3.92,0.494582477
2,3.94,0.496077134
2,3.96,0.496039675
2,3.98,0.490201179
2,4,0.490259873
2,4.02,0.475075093
2,4.04,0.454527417
2,4.06,0.434969593
2,4.08,0.432117166
2,4.1,0.432872677
2,4.12,0.440233241
2,4.14,0.449838509
2,4.16,0.450497299
2,4.18,0.481069899
2,4.2,0.45689798
2,4.22,0.443294439
2,4.24,0.452206164
2,4.26,0.441688082
2,4.28,0.454399614
2,4.3,0.465063131
2,4.32,0.46495549
2,4.34,0.455310037
2,4.36,0.480032461
2,4.38,0.488255072
2,4.4,0.494262684
2,4.42,0.499033605
2,4.44,0.500578141
2,4.46,0.497575023
2,4.48,0.494429999
2,4.5,0.48673308
2,4.52,0.475821616
2,4.54,0.459203061
2,4.56,0.459173644
2,4.58,0.498785501
2,4.6,0.494720378
2,4.62,0.482486425
2,4.64,0.488285784
2,4.66,0.498690937
2,4.68,0.503132998
2,4.7,0.49852962
2,4.72,0.498837538
2,4.74,0.502016528
2,4.76,0.510010132
2,4.78,0.509331525
2,4.8,0.501574395
2,4.82,0.499464735
2,4.84,0.500431373
2,4.86,0.48906155
2,4.88,0.487428249
2,4.9,0.500267313
2,4.92,0.5154407
2,4.94,0.513586059
2,4.96,0.509279597
2,4.98,0.508839733
2,5,0.510670546
2,5.02,0.512620118
2,5.04,0.515238443
2,5.06,0.521333228
2,5.08,0.520850957
2,5.1,0.519710585
2,5.12,0.513359732
2,5.14,0.507096914
2,5.16,0.504885472
2,5.18,0.494478793
2,5.2,0.467294473
2,5.22,0.443710151
2,5.24,0.439721816
2,5.26,0.459875301
2,5.28,0.457117083
2,5.3,0.448516246
2,5.32,0.461212814
2,5.34,0.468531544
2,5.36,0.469716646
2,5.38,0.471759643
2,5.4,0.48541873
2,5.42,0.486627946
2,5.44,0.489560672
2,5.46,0.495823403
2,5.48,0.501230953
2,5.5,0.499595707
2,5.52,0.50645033
2,5.54,0.507962964
2,5.56,0.508935627
2,5.58,0.50874241
2,5.6,0.504763549
2,5.62,0.49640873
2,5.64,0.509078979
2,5.66,0.507700957
2,5.68,0.509861958
2,5.7,0.516320267
2,5.72,0.519759423
2,5.74,0.517089482
2,5.76,0.529921031
2,5.78,0.53003747
2,5.8,0.521446966
2,5.82,0.512502344
2,5.84,0.509795439
2,5.86,0.515913035
2,5.88,0.515958066
2,5.9,0.489169863
2,5.92,0.456575024
2,5.94,0.45895738
2,5.96,0.493034308
2,5.98,0.508425576
2,6,0.514444174
2,6.02,0.529104373
2,6.04,0.505955646
2,6.06,0.503294222
2,6.08,0.49264055
2,6.1,0.465380618
2,6.12,0.45981419
2,6.14,0.487987339
2,6.16,0.507848183
2,6.18,0.512989906
2,6.2,0.521664131
2,6.22,0.530340487
2,6.24,0.531942329
2,6.26,0.527611378
2,6.28,0.519923349
2,6.3,0.512541658
2,6.32,0.517978702
2,6.34,0.52186306
2,6.36,0.527770413
2,6.38,0.531252774
2,6.4,0.528163178
2,6.42,0.530385682
2,6.44,0.517790954
2,6.46,0.522561948
2,6.48,0.528556782
2,6.5,0.528801996
2,6.52,0.526877231
2,6.54,0.529680403
2,6.56,0.527294051
2,6.58,0.526437121
2,6.6,0.535632506
2,6.62,0.540270316
2,6.64,0.528434801
2,6.66,0.541544528
2,6.68,0.525854456
2,6.7,0.524033319
2,6.72,0.517826727
2,6.74,0.508803943
2,6.76,0.512367442
2,6.78,0.526917668
2,6.8,0.513012055
2,6.82,0.511546415
2,6.84,0.517013839
2,6.86,0.513823904
2,6.88,0.477498445
2,6.9,0.481154439
2,6.92,0.502469459
2,6.94,0.508672972
2,6.96,0.512089736
2,6.98,0.519777772
2,7,0.524268393
2,7.02,0.501485204
2,7.04,0.496002671
2,7.06,0.499113995
2,7.08,0.511713883
2,7.1,0.526158455
2,7.12,0.534941514
2,7.14,0.543172
2,7.16,0.548754657
2,7.18,0.540582808
2,7.2,0.535596169
2,7.22,0.529959872
2,7.24,0.521906195
2,7.26,0.528411635
2,7.28,0.524628403
2,7.3,0.527595996
2,7.32,0.533448447
2,7.34,0.53571297
2,7.36,0.533298443
2,7.38,0.540883093
2,7.4,0.541594082
2,7.42,0.50753166
2,7.44,0.479531071
2,7.46,0.496205544
2,7.48,0.515984369
2,7.5,0.514509064
2,7.52,0.52132321
2,7.54,0.523814623
2,7.56,0.527315197
2,7.58,0.532417531
2,7.6,0.536778542
2,7.62,0.521277779
2,7.64,0.516763283
2,7.66,0.470403971
2,7.68,0.444591119
2,7.7,0.492646875
2,7.72,0.53805053
2,7.74,0.545034799
2,7.76,0.54362573
2,7.78,0.539996685
2,7.8,0.532549932
2,7.82,0.517911657
2,7.84,0.518255824
